accuracy,loss,val_accuracy,val_loss
0.8003833293914795,0.9759690761566162,0.9754999876022339,0.2170981913805008
0.8343833088874817,0.5778617262840271,0.9810000061988831,0.15227960050106049
0.8396499752998352,0.5143306851387024,0.9828000068664551,0.14491556584835052
0.8382333517074585,0.4912271201610565,0.9796000123023987,0.14614088833332062
0.8415166735649109,0.4656504988670349,0.9857000112533569,0.14095740020275116
0.8428333401679993,0.45034387707710266,0.9876000285148621,0.11049214750528336
0.8452666401863098,0.432535320520401,0.9891999959945679,0.09864576160907745
0.8435166478157043,0.4352925717830658,0.9889000058174133,0.12529781460762024
0.8474666476249695,0.41811707615852356,0.9872999787330627,0.13178439438343048
0.8479833602905273,0.4069419801235199,0.9861000180244446,0.13458780944347382
0.8423666954040527,0.41628846526145935,0.9886000156402588,0.13101382553577423
0.8467000126838684,0.4017818570137024,0.9904000163078308,0.09653706848621368
0.8498333096504211,0.3919260799884796,0.9886000156402588,0.16034798324108124
0.8510333299636841,0.3935643136501312,0.9878000020980835,0.15000224113464355
0.8500333428382874,0.39697328209877014,0.989300012588501,0.1443624347448349
0.8540499806404114,0.39700642228126526,0.989300012588501,0.15554489195346832
0.8548499941825867,0.38152769207954407,0.9882000088691711,0.158014714717865
0.8528000116348267,0.39196228981018066,0.9901999831199646,0.13378600776195526
0.853866696357727,0.38591328263282776,0.9901000261306763,0.13799121975898743
0.8558666706085205,0.3812054395675659,0.9909999966621399,0.13858340680599213
